link,teacher_type,is_native,languages,about_info,since_date,main_info,country_from,country_living,rating,students_num,lessons_num,attendance,response,target,teacher_style,lessons_style,resume,reviews_num
https://www.italki.com/en/teacher/8080023/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Other'],"Hello! My name is Leah and I'm a busy working mother of four. I grew up in Portland, Oregon, USA but moved around a lot and am now living in Wichita, Kansas, USA, with my family. I am a lover of music, good food, faith, family, friends and country. If I have free time, you can find me sewing, gardening or listening to audiobooks. You can also practice English with me on my YouTube channels:   @learningenglishwithleah  and   @storyenglishwithleah","italki teacher since Jul 13, 2021",Masters degree in TESL/TEFL with over 25 years teaching experience in classrooms and online,From United States,"Living in Wichita, United States (05:59 UTC-06:00)",5.0,13,105,100%,97%,USD 10.00,"My educational background is in music, opera theater and ESL pedagogy. I have a Bachelor of Music from the University of Nebraska-Lincoln and a Master's degree in TESL/TEFL--Teaching English as a Second or Foreign Language. I lived and taught English at private academies and universities in South Korea for 23 years. I conducted courses in conversational English, academic writing, prose, drama, public speaking and current events. Back here in the US, I've been working for an NGO, assisting in local parochial schools, and teaching general English online for over a year.","My specialty is in the area of EAP--English for Academic Purposes--helping university students and professors to excel in their work and studies whether with homework assignments, research papers, presentations or building academic vocabulary. When working with students from various language backgrounds, I draw on my experience in music and theater to help them develop clear speech and oral fluency. I'm pretty flexible in my teaching style as I know some students prefer more structured formal lessons in order to progress and others thrive in more of a conversational free-talk format. Whatever your language goals are, I can develop a learning plan suitable for you.","2020 - 2021
online English instructor EF English Live
EF English Live - Wichita, United States
After teaching ESL in-person for 22 years, I started working with EF English Live to be able to reach more language leaners and help them achieve their language goals. I teach people from all over the world who work in the fields of education, medicine, law, biotech, engineering, business and finance, IT and many more.
1994 - 2017
associate professor and general English instructor universities and language institutes",4 Reviews
https://www.italki.com/en/teacher/6108326/english,COMMUNITY TUTOR,"Teaches
English
Native",['Spanish'],,"italki teacher since Dec 24, 2019","Hello.  My name is James and I am a TEFL certified English language teacher from England.  I lived in London for 14 years and I have recently moved to Manizales, Colombia.  My hobbies are Sports, Music, Travel and History.   My wife is Colombian and I speak Spanish.  Having learnt another language I know that at times it can be difficult, I will help you to overcome these difficulties and continue your progress.",From United Kingdom,"Living in Manizales, Colombia (06:59 UTC-05:00)",5.0,434,"3,090",100%,100%,USD 5.00,"I like to make learning fun and interesting.  I believe that I am an animated teacher, I have over 16 years of voluntary teaching experience, over this time period I have developed different teaching techniques to help my students retain the main points of our lessons.","I believe that conversation is the best way to learn a language.  I have learnt Spanish through conversation and I would love to help you improve your English language skills in the same way.  My Pronunciation and Reading class is normally based around an article of general interest, we read together and then I am able to correct any mistakes that you make.",,250 Reviews
https://www.italki.com/en/teacher/3227164/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Spanish', 'Polish', 'Vietnamese']","Hello, I’m Jordan, a professional English teacher from the UK and I have a clear British accent. 
I have taught English for 4 years in schools in Vietnam, Poland and the UK. I have also been teaching English online for 2 years. I’ve taught general English, Business English, Cambridge exams and IELTS.

In my free time I enjoy learning Spanish and so I know how it feels to learn a language. 
I love travelling and visiting new countries and places. I am also interested in global politics and business. 
I read a lot of books both fiction and non-fiction such as popular science, philosophy, history and linguistics.
I love the outdoors and do a lot of rock climbing.","italki teacher since Oct 9, 2019",MA TESOL and CELTA Qualified English teacher with over 5 years experience,From United Kingdom,"Living in Other, United Kingdom (11:59 UTC+00:00)",5.0,62,412,100%,99%,USD 5.00,"I'm a Cambridge CELTA qualified language teacher and I have a master's degree in Applied Linguistics for TESOL from Durham University. 

My qualifications have given me an advanced knowledge of grammar, language teaching methodology, discourse, phonetics & pronunciation, academic writing and second language acquisition. 

This means I am qualified to help you improve your English. Due to my strong academic background I take a scholarly & knowledgeable approach and can answer any questions you have about English.

I am also a patient and encouraging teacher, and create an environment that you feel confident speaking in and making mistakes in.","In my informal tutoring lessons,  I can help you improve your speaking confidence and fluency as well as your pronunciation. These lessons are very communicative with the goal of helping you improve your pronunciation, vocabulary and grammatical accuracy through speaking. 

My exam classes help you prepare for the  IELTS / Cambridge speaking exams. We will practice the different parts in class and I will offer advice and help you increase your vocabulary and improve your fluency. My MA has given me an advanced knowledge of writing and I will grade your IELTS/Cambridge writing parts for you and help you improve the range of vocabulary, the grammar, the structure, the coherence and cohesion.","2016 - 2017
English language teacher Apollo, International House, Hanoi
Apollo, International House, Hanoi - Hanoi, Vietnam
2017 - 2018
English language teacher International House, Bielsko Biala
International House, Bielsko Biala - Bielsko Biala, Poland
2018 - 2018
English language teacher PGL travel
PGL travel - Lincoln, United Kingdom
2018 - 2020
ESL/EFL teacher Online language teacher",45 Reviews
https://www.italki.com/en/teacher/12249735/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Japanese', 'Other']","Hello! My name is Kay and I am a professional English teacher living in London.

I love making art, watching films, playing video games, reading books. And I love being in nature! I am a big fan of hiking and camping. 

In 2016, I moved to Osaka, Japan and lived there for 5 years teaching English. I came home to the UK in September 2021.

I love teaching because I can meet new people, share our cultures, and help you towards your goals. So, please go ahead and book a trial lesson, and let’s get started!","italki teacher since Feb 3, 2022",CELTA Grade A and 5+ yrs experience. Friendly IELTS prep and conversation practice! :),From United Kingdom,"Living in London, United Kingdom (12:00 UTC+00:00)",5.0,57,482,100%,100%,USD 10.00,"✔ CELTA Certification Grade A 
✔ 5 years professional teaching experience
✔ Experienced with online learning (Zoom, Skype, Google tools)
✔ Laid-back and friendly :)

✔ Conversation practice
✔ IELTS preparation
✔ General English (vocabulary + grammar)
✔ EAP (English for Academic Purposes)
✔ Essay editing & proofreading

✔ Elementary to advanced learners (CEFR A2 - C2)
✔ Ages 15 - 99

I do NOT teach:
X Absolute beginners (CEFR A1)
X Children (under 15 years old)","✔ Lessons are personalised for you 
✔ Homework set each lesson (optional)

I have two lesson types:

1. Conversation Practice

- We will talk about a wide range of topics
- I will give you useful vocabulary and correct your grammar
- We will use real material, like online news articles, and YouTube videos


2. IELTS Preparation

- Any section reading/listening/writing/speaking
- We will use exam practice questions, textbooks, worksheets
- Practice speaking tests with grade and feedback
- Essay practice for homework with grade and feedback
- LOTS of tips and tricks to improve your score!

If you have something specific that you want to study, just ask!",,17 Reviews
https://www.italki.com/en/teacher/4743896/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Spanish'],"Hello. My name is Brianne Revolorio. I've been an ESL teacher for over 10 years. I have experience teaching in a classroom and experience teaching online.  I took the World SIT TESOL certificate course so now I am a certified English teacher. 

I enjoy helping people and teaching English. I also enjoy being with my husband and son. We are a small, but happy family. We live in Guatemala and have been here for many years.  In my free time I usually just like to relax at home and watch movies but, if there is ever a party among friends, I'm always there because I love to dance.","italki teacher since May 2, 2018",Certified TESOL ESL teacher with over 11 years of experience.,From United States,"Living in Other, Guatemala (06:00 UTC-06:00)",5.0,151,"1,046",100%,100%,USD 7.00,"I am a patient person which reflects on my classes and dealings with students. I know what it feels like to learn another language because I learned Spanish many years ago. Knowing another language has helped me to show empathy towards students since I've been in their situation.

I am also adaptable in each class. I will do all I can to keep the interest in learning English as engaging and motivating as possible. I believe in teaching students real-world context that will help them to start speaking the language right away with confidence. My students will be able to use the information they learn to apply in their everyday lives.","My lessons cover a variety of topics. There is material for those who want to practice listening, speaking, reading and writing. I have a huge library of material for all levels, beginners to advanced levels. 

I also prepare students to take the TOEFL exam.  While I worked at a school in Guatemala City I worked with a few students to teach them how to prepare for the TOEFL.  We went over strategies to help them know what to expect on the exam. While teaching the TOEFL exam online I use visual presentations that review all the different question types and we practice using different strategies to answer the questions. You will improve your test score if you learn these strategies with me.","2010 - 2016
ESL teacher Instituto Guatemalteco Americano
Instituto Guatemalteco Americano - Guatemala City, Guatemala
This experience of teaching at this school will help because I learned so many amazing techniques on how to be an adaptable teacher and to teach all levels.
2018 - 2020
Online English Teacher Liulishuo
Liulishuo - Beijing, China
This is also an online teaching job and I teach adults business English and conversation classes via internet.",88 Reviews
https://www.italki.com/en/teacher/10586254/english,COMMUNITY TUTOR,"Teaches
English
Native","['Spanish', 'Japanese', 'Other']","Hello! My name is Shannon. I'm a longtime lover of languages, and I want to help you improve your English. I'm from the United States. In the past, I've lived in California and New York. I currently live on the east coast, not far from Washington D.C.","italki teacher since Sep 22, 2021",ESOL Master's Degree Student with Two Years Tutoring Experience,From United States,"Living in Baltimore, United States (07:00 UTC-05:00)",5.0,60,485,100%,100%,USD 5.00,"I have been tutoring adult English learners for over a year. I can also provide conversation practice for younger learners. I have studied language myself, and I recognize the challenges. I am working on a master's degree in language teaching with the University of Maryland.","My teaching style is patient. I can provide conversation practice and support. Once we know each other, our classes will include materials and practice exercises that match your goals and interests.",,50 Reviews
https://www.italki.com/en/teacher/6190816/english,COMMUNITY TUTOR,"Teaches
French
Native
English","['German', 'Spanish']","**Please note that unfortunately I don't teach beginners, since my focus is on conversation. Your level should be around B1. Thanks for your understanding!

Bonjour ! Je m'appelle Alex et je suis française et canadienne. J'ai grandi, j'ai fait mes études, et j'ai commencé à travailler en France, en tant que designer. Ensuite, j'ai vécu 8 ans au Canada, puis un an en Allemagne. Maintenant, je continue à voyager !

Hello! My name is Alex, I am french and canadian. I grew up, studied and started working in France as a designer. Then I lived for 8 years in Canada and for 1 year in Germany. Now I keep on travelling !","italki teacher since Nov 4, 2019",Native speaker from France | very good knowledge of French Canadian | positive attitude ! :D,From France,"Living in Paris, France (13:00 UTC+01:00)",5.0,212,"1,351",100%,100%,USD 10.50,"J'ai beaucoup de patience, un bon sens de l'humour et j'aime expliquer les nuances du français.
Je peux m'adapter facilement à votre niveau. Je suis également de nature très enthousiaste et positive, alors vous ressortirez en forme après le cours !

I have a lot of patience, a good sense of humor, and I love to explain the subtilities of french.
I can easily adapt to your level. On top of that I am a good vibes provider, so you will feel refresh after the class ;)","Mes leçons sont basées sur la conversation. Nous pourrons parler de sujets qui vous intéressent et vous pourrez aquérir plus de vocabulaire.
Personnellement, j'aime parler de voyages, de littérature, d'évènements artistiques ou culturels, de musique, d'entrainement, etc. Je m'intéresse aussi beaucoup au développement personnel, à la méditation et la spiritualité (dans un sens très large).

I really want to focus on conversation with you, so you can get mo. We will talk about subjects that interest you.
Personally, I like to talk about travels, litterature, artistic/cultural events, music, workout, etc. I also like talking about personal developpement, meditation and spirituality.",,238 Reviews
https://www.italki.com/en/teacher/7950098/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Japanese'],,"italki teacher since Feb 2, 2021","Hello! I’m Jack, from a place near Birmingham, England. I am a native speaker and have spoken English for over 30 years, including several years in a business environment. I am also learning Japanese, so I understand what it’s like to learn a new language, and how difficult it can be!",From United Kingdom,"Living in Birmingham, United Kingdom (12:00 UTC+00:00)",5.0,94,973,100%,100%,USD 10.00,"I am CELTA qualified and my course was based mainly around online learning, so online teaching is my focus. I have experience in teaching intermediate students and above. We can use all kinds of materials to learn from, textbooks and coursebooks can offer a good learning structure, but we can also learn from authentic materials such as movies, TV, music, books, poetry, songs, video games and anything else that takes your interest!

NEW STUDENTS: Please fill out a contact form or send a message prior to booking any lessons, thank you!","I believe lessons should be fun! If you enjoy a lesson, you will probably learn something, so I always try to make lessons as interesting as possible. I always try to make my lessons about you and how you like to learn. I also think that lessons should be relaxed and conversational, I encourage you to try out the language and make as many mistakes as you can, it's a great way to learn! I look forward to hearing from you soon.",,101 Reviews
https://www.italki.com/en/teacher/8888453/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],"My name is Naomi and I am from Guyana, South America.  
I have a masters certificate in Teaching English as a Second Language issued by Teflen Training College. In 2020, I studied Business English Communication (Intermediate Level) with the University of Washington.","italki teacher since Jun 10, 2021",Certified English teacher with over 10 years of experience,From Guyana,"Living in Other, Guyana (08:00 UTC-04:00)",5.0,26,64,100%,100%,USD 5.00,"I am a former high school teacher and I have over eight years of experience teaching English online. I teach children, teenagers and adults. Beginner students, intermediate students and advanced students are all welcome in my classroom.","I specialize in Conversational English and Business English. My classroom is well equipped with a wide range of learning materials. During the first lesson, I get to know my students and I try to understand their goals. Next, I show them all of the study materials which we can use during our future lessons. 
We may have a free discussion if the student prefers that or we might engage in reading articles, listening to audio files, watching videos, practising role plays and so much more. 
My students are always welcome to send me messages and share feedback with me. I would like them to benefit from the lessons as much as possible.",,8 Reviews
https://www.italki.com/en/teacher/11988970/english,COMMUNITY TUTOR,"Teaches
English
Native",['French'],"I am 30 years old. Canadian.  I speak English fluently and have an intermediate level of French.
I live in Toronto, and I am quite interested in Languages and the Language Learning Process.
I like art, animals, nature, science (when I understand ha) books, sports, fashion, reiki/qi gong, lots of stuff.","italki teacher since Mar 22, 2022",A Mind Is A Language? Helping people develop the English Mind through dialogue,From Canada,"Living in Toronto, Canada (07:01 UTC-05:00)",4.9,54,125,99%,100%,USD 8.00,"I am a patient person and will listen attentively. I am also very talkative and can converse about many different subjects. Simply respect me and I will do the same.

I have offered students who have taken a lesson teacher recommendations if I think that we would not be the best fit together. This happens sometimes if I think it would be best if the person needs a professional teacher to review or teach basic grammer.  I think someone who is a complete beginner should try to find a professional teacher on Italki and people around the A2 to B1 level is the lower limit for my classes. I do think that I can help even C1 and C2 level speakers, but that really depends on the individual.","Conversing is the essence of what I do on italki. I am here to speak to you, give you how I would speak the language in a colloquial way. I address tone, context, formality, and slang. What I am trying to do is give you the different ways of which people speak English and help you develop the English Mind.",,17 Reviews
https://www.italki.com/en/teacher/7663903/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['French', 'Spanish']",,"italki teacher since Jul 29, 2021","Hi, my name is Darian and I am from Washington, DC. I am someone who really enjoys traveling and discovering new things about different cultures, especially anything related to music or cuisine. I am also interested in sports (both American and international). I have experience in tutoring and I also have postgraduate qualifications in Law. 
___
Hola, mi nombre es Darían y soy de Washington DC. Soy alguien quien realmente disfruta viajar y descubrir cosas nuevas sobre las diferentes culturas.

___
Salut, je m’appelle Darian et je viens de Washington,DC. J’aime voyager et découvrir les choses nouvelles à propos de la culture, notamment la cuisine et la musique.",From United States,"Living in Washington, United States (06:01 UTC-06:00)",5.0,90,631,100%,100%,USD 11.00,"My teaching style is based on being patient, attentive, and supportive for each student. I am always willing to go the extra mile for each student. I will focus primarily on conversational English, in which we will work on specific areas that will improve your understanding. As you gain confidence throughout the course, my goal is to have you feel comfortable with utilizing various expressions used in everyday speech. Please feel free to ask me any questions!

I am always open to tailoring each lesson to your needs and hobbies/interests, with a focus on building on your strengths and weaknesses. I am focused on giving you a learning environment that will allow you to quickly improve.","Me enfoco principalmente en inglés conversacional,en el cual trabajaremos en áreas específicas que mejorarán tu comprensión.Mientras ganas confianza a traves del curso, mi meta es hacerte sentir cómodo al utilizar varias expresiones usadas en las conversaciones del día a día.Estoy siempre dispuesto a adaptar cada lección a tus necesidades e intereses,con foco en construir tus fortalezas.
___
Nous travaillerons sur l'anglais conversationnel et des entraînements spécifiques.Tu pourras gagner confiance pendant le cours, et mon but est de t’aider à te sentir à l’aise avec des expressions utilisées dans l'anglais quotidien.Je suis prêt à ajuster chaque leçon à tes besoins et intérêts spécifiques.",,43 Reviews
https://www.italki.com/en/teacher/8151259/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],"Hello, I am Dylan and I am from the United States. I love traveling and working out. I am in my early 20's and love talking about adventures and helping people with whatever it is that they need.","italki teacher since Aug 28, 2021",Certified TEFL Teacher,From United States,"Living in Columbus, United States (07:01 UTC-05:00)",5.0,22,47,94%,98%,USD 5.00,I am a first year English teacher but have been teaching unprofessional English classes to my friends for some time. I am patient and understand that learning is difficult but I want you to succeed more than you do!,My teaching style is allowing you to talk free in a safe environment where you are able to grow your speaking and writing abilities at your own pace. I have a tourism and hospitality background which allows me to help you navigate around English speaking countries on your next trip!,,6 Reviews
https://www.italki.com/en/teacher/9385911/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Other'],,"italki teacher since Jul 22, 2021","My name is Stephen and I teach English. I love to play music, go camping and to travel. I like sci fi and fantasy tv shows and books. I have a big interest in science and geography. I particularly love nature and the wilderness. I hope to get to know you and tell you more about me in class.",From United Kingdom,"Living in Other, Ireland (12:01 UTC+00:00)",5.0,119,"1,027",100%,99%,USD 8.00,As a teacher I always aim to be as approachable as possible. I want to help people to learn what they need to know in an enjoyable way. I have been teaching for ten years all over the world as an English teacher and a music teacher. I am a fully qualified primary and secondary school teacher with a wealth of experience.,"My lessons are different for every student. I focus on what the student wants to learn, help them to change bad habits and really enjoy learning the language. Some students are very outgoing and have a very energetic class full of games. Others are more reserved and prefer using a textbook or working on their creative writing. Whatever you need, I will adjust for you.","2020 - 2021
Teacher My Academic Solutions
My Academic Solutions - London, United Kingdom
Online classes to students in China and Korea. Face to face lessons (international)
2019 - 2020
Music Teacher King Henry Secondary School
King Henry Secondary School - London, United Kingdom
Secondary school music teacher, drama voice and speech teacher, form tutor and Btec quality control.",54 Reviews
https://www.italki.com/en/teacher/5898764/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Hebrew', 'Spanish']",,"italki teacher since Feb 8, 2019","I was born in New York City. I have often worked at jobs that have given me the opportunity to share knowledge & meet new people. With each new experience, I have learned a lot about people & their culture. My goal is to one day travel the world & continue to learn & share knowledge.

I love writing in all genres, being a reporter for a newspaper, making hand painted jewelry, acrylic painting, photography, running a writers group, editing, & going to writing workshops. As a writer, I edit and correct myself all the time.

I also enjoy cooking, hiking, & rafting on the river near my home in upstate New York, watching movies on science fiction & the supernatural.",From United States,"Living in New York, United States (07:01 UTC-05:00)",4.9,108,410,100%,100%,USD 10.95,"Receiving a BA degree in Secondary Education from the University of Hartford, has enhanced my ability to assist Adults and Children how to tape into their own abilities & talents.

I have worked with adults as well as children grades K-12 for over ten years. As a creative person I teach in conventional as well as non-convention ways. I have designed my own creative writing workshop where I have assisted students in exploring their desire to write, improve their English, grammar, and learn new writing techniques. My empowerment workshop is designed to teach students different methods to control their emotional responses, empower themselves & improve social interactions utilizing words.","With one-on-one teaching, my lessons can be designed to assist any Adult or Child learning English with Homework Tutoring, Speech Coaching, Test Preparation, Travel & Culture, and Real World Conversation Practice.

Please feel free to ask me for assistance in something of interest that you are working on or need help in, that relates to learning the English language.

I specialize in:
Conversational English--Articulation of words, fluency, syntax, and listening skills.
Writing--Grammar, punctuation, linguistics, and vocabulary.
Reading--Comprehension and understanding.","2015 - 2018
Adult Enrichment Instructor Sullivan County Boces
Sullivan County Boces - Monticello, NY, United States
Designed my own workshops which incorporated different writing techniques to elicit and foster creative ideas to assist participants in becoming more comfortable writing in different genres, expressing their thoughts, and verbalizing concepts discussed. 
This experience helps me on Italki because it shows my ability to adapt any lesson plan for any subject matter or teaching materials.
2014 - 2020
Substitute Teacher Sullivan West Central School District",64 Reviews
https://www.italki.com/en/teacher/2602271/english,PROFESSIONAL TEACHER,"Teaches
Portuguese
Native
English
Italian","['Spanish', 'German', 'French']",,"italki teacher since Sep 30, 2016","I am a professional teacher. I am patient, caring and empathetic. I am fluent in Portuguese, English and Italian. I lived in Italy for 5 years and since 2007 I have been living in Belfast in Northern Ireland. I have been teaching English, Italian and Portuguese for over 20 years. I have had students from all walks of life, different nationalities, age groups and all levels. I plan my lessons based on the student’s learning style. I have a BA in Modern Languages -Teaching Qualification as well as CTEFL – Certificate of Teaching English as a foreign language.",From Brazil,"Living in Belfast, United Kingdom (12:01 UTC+00:00)",5.0,68,508,100%,100%,USD 12.00,"I am a professional teacher. I am patient, caring and empathetic. I am fluent in Portuguese, English and Italian. I lived in Italy for 5 years and since 2007 I have been living in Belfast in Northern Ireland. I have been teaching English, Italian and Portuguese for over 20 years. I have had students from all walks of life, different nationalities, age groups and all levels. I plan my lessons based on the student’s learning style. I am looking forward to meeting you for a trial lesson.","*Communicative approach.

*Lessons are  based on the student's learning style.","1996 - Present
Foreign Languages Teacher In different cities
In different cities - Belfast, United Kingdom
I have been teaching Portuguese, English and Italian for over 20 years in different countries.",41 Reviews
https://www.italki.com/en/teacher/1790640/english,PROFESSIONAL TEACHER,"Teaches
English
Native",[],,"italki teacher since Dec 31, 2014",I really enjoy the English language and love to hear people speak. I also enjoy editing papers to further writers' creativity. I am also an accomplished potter as well as a writer and active reader.,From United States,"Living in Chicago, United States (06:01 UTC-06:00)",5.0,162,"3,191",100%,100%,USD 9.00,I have been teaching ESL to adults for several years and provide topics to stimulate conversation. My style is informal. I expect that most English learners in my classes know the basic English grammar rules so my focus is to enable non-native speakers to become more comfortable using the language in a practical way.,"I teach only adults 18 years old and over. We discuss a wide variety of topics and I am willing to learn with students about any subject, from nature to tech, food, travel, anything of interest that helps the English learner to become more comfortable. During our conversations, I gently remind students of proper grammar usage, encourage use of new vocabulary, and answer questions about the best way to communicate in English. For writing, I review work and offer suggestions to clarify meaning and encourage self-expression.","1986 - Present
Owner Hartshorne and Associates
Hartshorne and Associates - Chicago, United States
2016 - Present
Teacher Stirling Hall
Stirling Hall - Lake Forest, United States",517 Reviews
https://www.italki.com/en/teacher/13080809/english,COMMUNITY TUTOR,"Teaches
English
Native","['French', 'Other']","My name is Sydney, and I’m an English teacher here on iTalki. 

I’m originally from San Francisco, California, although I recently moved to France where I’m working on my master’s degree.

A little bit about me as a person: I love music, food and wine, reading, television, and of course foreign languages. I like to think that I’m a pretty open-minded person, and I love to learn more about my students’ interests and diverse lifestyles.

Should you want to book a lesson but you are not seeing a time slot that suits your needs, please feel free to contact me. It's possible I can change my schedule for you. I hope to hear from you soon!","italki teacher since May 2, 2022","American English teacher with 5 years of experience: compassionate, caring, and fun!",From United States,"Living in Paris, France (04:02 UTC-08:00)",5.0,10,69,100%,100%,USD 7.50,"I’m a lifelong learner of languages, so I'm very familiar with the thrills, and the challenges, of immersing yourself in a new language. I definitely love being on the teaching side of the learning process, and I feel really lucky to be able to share my native language with students who are curious and passionate about the English language and Anglophone cultures. 

My goal is to give my students the tools needed for effective and functional communication, which requires clarity of meaning. For more advanced students, we can work towards expressiveness, which means that you are also sharing your personality through nuanced language and devices like idioms, slang, tone, and register.","Overall, I think that conversational practice is essential to language acquisition. Even during lessons where we work on written skills, we will still communicate about these subjects through our conversational skills. 

I structure our conversational practice around free, online resources that are created for native speakers. This means you’re using real-life content to practice your English (like news articles, blog posts, and social media) which helps you get really comfortable with how native speakers actually communicate. 

I think the learning environment has to be warm, open, and welcoming. I prioritize active listening so that each of my students feels safe and comfortable.",,4 Reviews
https://www.italki.com/en/teacher/4268012/english,COMMUNITY TUTOR,"Teaches
Arabic
Native
English","['Spanish', 'Turkish']","Hi there! 

Teaching has always been a passion of mine as I love helping students reach and fulfill their potential, and be the best they can be. I pride myself on being able to provide my students a full, in-depth immersion into English and Arabic, and really develop and cultivate their speaking and writing craft to take it to the next level. 

Why you should pick me as your teacher:

✅ Certified TEFL teacher.
✅ Bachelor's degree in English language and literature.
✅ 4 years experience teaching English both in the classroom and online.
✅ Native Arabic speaker and I have a high level of knowledge of grammar and vocabulary.","italki teacher since Apr 14, 2022",Certified TEFL Teacher,From Bahrain,"Living in Manama, Bahrain (15:02 UTC+03:00)",5.0,39,297,100%,100%,USD 5.00,"What makes me an exceptional language teacher is the level of passion I hold for my craft and for my students’ achievements. My passion fuels my aspiration to help as many people as possible reach and achieve their language goals, whatever they may be. I am an incredibly patient, adaptive yet confident teacher ready to advance their students’ language skills.

I possess a wealth of diverse teaching experiences under my belt, including being a teacher at four different institutions where I was able to develop learning materials to satisfy the needs of students. Moreover, I was privileged enough to have worked with students from a variety of different backgrounds and cultures.","My lessons are focused on clearly identifying the learner’s language goals, needs and aspirations. I then tailor and customize my lessons to be engaging, friendly and interactive, adjusting my teaching pace according to the student’s strengths and areas for improvement. I focus especially on achieving correct pronunciation and using words and expressions in the correct context. I additionally have an extensive library of resources to help reiterate and consolidate student learning and application of language theory.

I am more than excited to have you participate in my classes! Looking forward to working with you!","2019 - 2021
Head English Trainer and Assessor London Training Centre
London Training Centre - Jidhafs, Bahrain
Interviewing, hiring, supervising, and mentoring new teachers;
Nurtured a supportive learning environment that was sometimes used as a model for other classrooms;
Established and enforced rules for behavior and procedures for maintaining order among the class;
Developed interesting course plans to meet the academic, intellectual and social need of students;
Explained new ideas and unfamiliar concepts with authority and in a clear and concise way;
Training adults in general English A1",12 Reviews
https://www.italki.com/en/teacher/10080559/english,COMMUNITY TUTOR,"Teaches
Spanish
Native
English","['Korean', 'Other']","I am a Colombian photographer and barista traveling the world, currently living in Bali, Indonesia, where I also work teaching people who want to improve their fluency and confidence in languages such as Spanish and English. I am a cheerful and patient person full of stories to share.","italki teacher since Oct 28, 2021","Travel photographer and native Spanish tutor focused on personalized, easy and fun lessons :)",From Colombia,"Living in Denpasar, Indonesia (20:02 UTC+08:00)",5.0,42,354,100%,99%,USD 7.00,"I am a patient person, supportive and above all who never gives up. I love to share with people from all over the world, learn about new cultures and share my knowledge on the way. I will be more than happy to share with you, listen to your interests and help you gain the confidence you need to share with new people around the world.","I know how difficult it can be to learn a new language, and therefore I try to adapt to your interests and knowledge. My lessons are focused on improving your pronunciation, learning new vocabulary and working on the structure of your sentences with conversations on topics of your own interest. Let's learn in an easy and fun way! ~",,25 Reviews
https://www.italki.com/en/teacher/7609829/english,PROFESSIONAL TEACHER,"Teaches
Chinese (Mandarin)
Native
English","['German', 'Japanese']","Hi, I'm Alice. My Chinese name is Xiuxia. I'm from China.  I'm accredited with a Celta ( from Cambridge University ) and a certificate of Teaching Chinese to Speakers of other languages , as well as a bachelors degree in teaching. Currently, I am doing a MA with the University of Manchester, UK.","italki teacher since Jul 15, 2020",Certificated teacher and more than 10 years teaching experience.,From China,"Living in Sheffield, United Kingdom (20:02 UTC+08:00)",5.0,123,"1,544",100%,100%,USD 11.00,"I have been both a Chinese Mandarin and English teacher for 10 years. I was a corporate English teacher for 3 years, teaching general English and business English in companies including Intel, Huawai, Shangrila Hotels, Hainan Airlines etc; then helped students from training schools and high schools with their IELTS and TOEFL preparations, now I have students in Oxford University, Imperial College London etc. Currently, I work for a university teaching general English, IELTS, TOEFL and Chinese Mandarin.  I'm also a freelance Chinese Mandarin teacher since 2011, helping students from different countries to speak Mandarin fluently, and help them to prepare for the HSK test.","For English, I teach general English, business English, IELTS (Speaking, listening, reading and writing) and TOEFL (Speaking, listening, reading and writing) .

For Chinese Mandarin, I teach conversational Chinese, HSK as well as bespoke lessons.

I teach students from Beginner to advanced level, and different age groups.","2018 - 2022
English and Chinese teacher Chongqing Posts and Communications University
Chongqing Posts and Communications University - Chongqing, China
I mainly teach freshmen and sophomore, the class size ranges from 15  to 30 people.
2012 - 2022
Chinese (Mandarin )Teacher Freelance Chinese Mandarin
Freelance Chinese Mandarin - Xi'an, Hangzhou, Chongqing, China
I taught students from different countries, so I understand what problems they have when they learn Chinese, and thus can help them to learn more effectively.",194 Reviews
